Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2007,MAINE,"CLAM, SURF, ATLANTIC",,,,Confidential,Commercial,Spisula solidissima,80944,ACCSP
2007,MAINE,"COD, ATLANTIC","1,371,629",622,"2,215,055",Public,Commercial,Gadus morhua,164712,ACCSP
2007,MAINE,"CRAB, ATLANTIC ROCK","1,987,193",901,"703,257",Public,Commercial,Cancer irroratus,98679,ACCSP
2007,MAINE,"CRAB, JONAH","2,106,349",955,"790,494",Public,Commercial,Cancer borealis,98678,ACCSP
2007,MAINE,"CRAB, PORTLY SPIDER",,,,Confidential,Commercial,Libinia emarginata,98455,ACCSP
2007,MAINE,"CRABS, BRACHYURA **","674,122",306,"219,529",Public,Commercial,Brachyura,98276,ACCSP
2007,MAINE,"CUCUMBER, ORANGE FOOTED SEA","5,077,901","2,303","619,378",Public,Commercial,Cucumaria frondosa,158195,ACCSP
2007,MAINE,"CUCUMBERS, SEA **",,,,Confidential,Commercial,Holothuroidea,158140,ACCSP
2007,MAINE,CUNNER,,,,Confidential,Commercial,Tautogolabrus adspersus,170481,ACCSP
2007,MAINE,CUSK,"128,844",58,"75,497",Public,Commercial,Brosme brosme,164740,ACCSP
2007,MAINE,"EEL, AMERICAN","8,665",4,"1,305,136",Public,Commercial,Anguilla rostrata,161127,ACCSP
2007,MAINE,EELS **,,,,Confidential,Commercial,Anguilliformes,161123,ACCSP
2007,MAINE,"FLOUNDER, AMERICAN PLAICE","584,051",265,"990,659",Public,Commercial,Hippoglossoides platessoides,172877,ACCSP
2007,MAINE,"FLOUNDER, FOURSPOT",,,,Confidential,Commercial,Paralichthys oblongus,172739,ACCSP
2007,MAINE,"FLOUNDER, SUMMER",,,,Confidential,Commercial,Paralichthys dentatus,172735,ACCSP
2007,MAINE,"FLOUNDER, WINTER","105,529",48,"196,862",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSP
2007,MAINE,"FLOUNDER, WITCH","602,734",273,"1,389,915",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSP
2007,MAINE,"FLOUNDER, YELLOWTAIL","23,353",11,"36,113",Public,Commercial,Limanda ferruginea,172909,ACCSP
2007,MAINE,GOOSEFISH,"2,376,347","1,078","2,402,068",Public,Commercial,Lophius americanus,164499,ACCSP
2007,MAINE,HADDOCK,"970,976",440,"1,512,600",Public,Commercial,Melanogrammus aeglefinus,164744,ACCSP
2007,MAINE,"HAGFISH, ATLANTIC",,,,Confidential,Commercial,Myxine glutinosa,159772,ACCSP
2007,MAINE,HAGFISHES **,,,,Confidential,Commercial,Myxinidae,159753,ACCSP
2007,MAINE,"HAKE, RED",,,,Confidential,Commercial,Urophycis chuss,164730,ACCSP
2007,MAINE,"HAKE, SILVER",383,0,198,Public,Commercial,Merluccius bilinearis,164791,ACCSP
2007,MAINE,"HAKE, WHITE","1,319,343",598,"1,351,657",Public,Commercial,Urophycis tenuis,164732,ACCSP
2007,MAINE,"HALIBUT, ATLANTIC","42,032",19,"205,947",Public,Commercial,Hippoglossus hippoglossus,172933,ACCSP
2007,MAINE,"HERRING, ATLANTIC","74,817,112","33,937","9,173,390",Public,Commercial,Clupea harengus,161722,ACCSP
2007,MAINE,"HERRING, BLUEBACK",,,,Confidential,Commercial,Alosa aestivalis,161703,ACCSP
2007,MAINE,HERRINGS **,"928,179",421,"111,424",Public,Commercial,Clupeidae,161700,ACCSP
2007,MAINE,"LOBSTER, AMERICAN","63,987,476","29,025","280,701,000",Public,Commercial,Homarus americanus,97314,ACCSP
2007,MAINE,"MACKEREL, ATLANTIC","253,643",115,"71,497",Public,Commercial,Scomber scombrus,172414,ACCSP
2007,MAINE,MENHADENS **,,,,Confidential,Commercial,Brevoortia ,161731,ACCSP
2007,MAINE,"MUSSEL, SEA","2,643,312","1,199","1,934,148",Public,Commercial,Mytilus edulis,79454,ACCSP
2007,MAINE,"OYSTER, EASTERN","43,151",20,"1,571,147",Public,Commercial,Crassostrea virginica,79872,ACCSP
2007,MAINE,"OYSTER, EDIBLE",,,,Confidential,Commercial,Ostrea edulis,79885,ACCSP
2007,MAINE,PERIWINKLES,"189,034",86,"391,239",Public,Commercial,Littorinidae ,1206035,ACCSP
2007,MAINE,POLLOCK,"4,249,066","1,927","2,159,729",Public,Commercial,Pollachius virens,164727,ACCSP
2007,MAINE,"POLYCHAETE, BLOODWORMS","549,043",249,"6,050,904",Public,Commercial,Glycera dibranchiata,66107,ACCSP
2007,MAINE,"POLYCHAETE, SANDWORMS **","395,115",179,"2,142,555",Public,Commercial,Nereis,65902,ACCSP
2007,MAINE,"POUT, OCEAN",,,,Confidential,Commercial,Zoarces,630979,ACCSP
2007,MAINE,"REDFISH, ACADIAN","304,510",138,"202,550",Public,Commercial,Sebastes fasciatus,166774,ACCSP
2007,MAINE,"SALMON, ATLANTIC",,,,Confidential,Commercial,Salmo salar,161996,ACCSP
2007,MAINE,"SCALLOP, SEA","179,880",82,"1,428,488",Public,Commercial,Placopecten magellanicus,79718,ACCSP
2007,MAINE,SCUP,,,,Confidential,Commercial,Stenotomus chrysops,169182,ACCSP
2007,MAINE,SEAWEED **,,,,Confidential,Commercial,Phaeophyta ,660055,ACCSP
2007,MAINE,"SEAWEED, ROCKWEED",,,,Confidential,Commercial,Ascophyllum nodosum,11331,ACCSP
2007,MAINE,"SEAWEED, ROCKWEEDS **",,,,Confidential,Commercial,Fucaceae,11329,ACCSP
2007,MAINE,"SEAWEED, WORMWEED **",,,,Confidential,Commercial,Ascophyllum nodosum scorpioides,11332,ACCSP
2007,MAINE,"SHAD, AMERICAN",,,,Confidential,Commercial,Alosa sapidissima,161702,ACCSP
2007,MAINE,"SHARK, DOGFISH, SPINY","99,434",45,"18,413",Public,Commercial,Squalus acanthias,160617,ACCSP
2007,MAINE,"SHARK, PORBEAGLE",,,,Confidential,Commercial,Lamna nasus,159911,ACCSP
2007,MAINE,"SHARKS, CHONDRICHTHYES (CLASS) **",,,,Confidential,Commercial,Chondrichthyes,159785,ACCSP
2007,MAINE,"SHARKS, MAKO **",,,,Confidential,Commercial,Isurus,159923,ACCSP
2007,MAINE,"SHRIMP, NORTHERN","7,458,808","3,383","2,933,125",Public,Commercial,Pandalus borealis,96967,ACCSP
2007,MAINE,"SKATES, RAJIDAE (FAMILY) **",,,,Confidential,Commercial,Rajidae,160845,ACCSP
2007,MAINE,SMELTS **,,,,Confidential,Commercial,Osmeridae,162028,ACCSP
2007,MAINE,"SQUID, LONGFIN LOLIGO",,,,Confidential,Commercial,Loligo pealeii,82372,ACCSP
2007,MAINE,"TILEFISH, GOLDEN",,,,Confidential,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSP
2007,MAINE,"TUNA, BLUEFIN","40,217",18,"252,274",Public,Commercial,Thunnus thynnus,172421,ACCSP
2007,MAINE,"URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","2,761,646","1,253","4,367,772",Public,Commercial,Strongylocentrotus droebachiensis,157969,ACCSP
2007,MAINE,"WHELK, WAVED",,,,Confidential,Commercial,Buccinum undatum,73795,ACCSP
2007,MAINE,WINDOWPANE,,,,Confidential,Commercial,Scophthalmus aquosus,172746,ACCSP
2007,MAINE,WITHHELD FOR CONFIDENTIALITY,"15,675,161","7,110","22,195,413",Public,Commercial,Other,0,ACCSP
2007,MAINE,"WOLFFISH, ATLANTIC","25,177",11,"22,199",Public,Commercial,Anarhichas lupus,171341,ACCSP
2007,MAINE,WRECKFISH,,,,Confidential,Commercial,Polyprion americanus,167914,ACCSP
2007,MASSACHUSETTS,"BASS, BLACK SEA","442,154",201,"1,097,325",Public,Commercial,Centropristis striata,167687,ACCSP
2007,MASSACHUSETTS,"BASS, STRIPED","1,039,332",471,"2,741,303",Public,Commercial,Morone saxatilis,167680,ACCSP
2007,MASSACHUSETTS,BLUEFISH,"573,749",260,"293,700",Public,Commercial,Pomatomus saltatrix,168559,ACCSP
2007,MASSACHUSETTS,BOARFISHES **,,,,Confidential,Commercial,Zeiformes,166271,ACCSP
2007,MASSACHUSETTS,"BONITO, ATLANTIC",493,0,"1,132",Public,Commercial,Sarda sarda,172409,ACCSP
2007,MASSACHUSETTS,BUTTERFISH,"36,659",17,"24,013",Public,Commercial,Peprilus triacanthus,172567,ACCSP
2007,MASSACHUSETTS,"CLAM, QUAHOG, NORTHERN","943,509",428,"5,430,942",Public,Commercial,Mercenaria mercenaria,81496,ACCSP
2007,MASSACHUSETTS,"CLAM, QUAHOG, OCEAN","20,158,440","9,144","10,099,882",Public,Commercial,Arctica islandica,81343,ACCSP
2007,MASSACHUSETTS,"CLAM, RAZOR, ATLANTIC",,,,Confidential,Commercial,Ensis directus,81022,ACCSP
2007,MASSACHUSETTS,"CLAM, SOFT","1,282,329",582,"8,281,038",Public,Commercial,Mya arenaria,81692,ACCSP
2007,MASSACHUSETTS,"CLAM, SURF, ATLANTIC","1,834,280",832,"1,623,864",Public,Commercial,Spisula solidissima,80944,ACCSP
2007,MASSACHUSETTS,CLAMS **,,,,Confidential,Commercial,Bivalvia,79118,ACCSP
2007,MASSACHUSETTS,"COD, ATLANTIC","13,745,265","6,235","21,835,884",Public,Commercial,Gadus morhua,164712,ACCSP
2007,MASSACHUSETTS,CONCHS **,"15,797",7,"51,448",Public,Commercial,Strombidae,72554,ACCSP
2007,MASSACHUSETTS,"CRAB, ATLANTIC ROCK","159,585",72,"80,536",Public,Commercial,Cancer irroratus,98679,ACCSP
2007,MASSACHUSETTS,"CRAB, BLUE",,,,Confidential,Commercial,Callinectes sapidus,98696,ACCSP
2007,MASSACHUSETTS,"CRAB, GREEN","3,995",2,"1,527",Public,Commercial,Carcinus maenas,98734,ACCSP
2007,MASSACHUSETTS,"CRAB, HORSESHOE","358,114",162,"280,694",Public,Commercial,Limulus polyphemus,82703,ACCSP
2007,MASSACHUSETTS,"CRAB, JONAH","4,118,477","1,868","2,393,498",Public,Commercial,Cancer borealis,98678,ACCSP
2007,MASSACHUSETTS,"CRAB, RED DEEPSEA","2,165,647",982,"1,967,095",Public,Commercial,Chaceon quinquedens,620992,ACCSP
2007,MASSACHUSETTS,"CRABS, BRACHYURA **","66,363",30,"36,466",Public,Commercial,Brachyura,98276,ACCSP
2007,MASSACHUSETTS,"CRABS, SPIDER **",,,,Confidential,Commercial,Majidae,98417,ACCSP
2007,MASSACHUSETTS,CRUSTACEANS **,,,,Confidential,Commercial,Crustacea,83677,ACCSP
