Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
1990,RHODE ISLAND,"PERCH, WHITE","4,195",2,"4,047",Public,Commercial,Morone americana,167678,ACCSPHIST
1990,RHODE ISLAND,POLLOCK,"92,849",42,"38,001",Public,Commercial,Pollachius virens,164727,ACCSPHIST
1990,RHODE ISLAND,PORGIES **,"3,938,342","1,786","2,074,960",Public,Commercial,Sparidae,169180,ACCSPHIST
1990,RHODE ISLAND,"POUT, OCEAN","1,301,229",590,"102,970",Public,Commercial,Zoarces,630979,ACCSPHIST
1990,RHODE ISLAND,"PUFFER, NORTHERN",586,0,87,Public,Commercial,Sphoeroides maculatus,173290,ACCSPHIST
1990,RHODE ISLAND,"REDFISH, ACADIAN","5,066",2,"1,891",Public,Commercial,Sebastes fasciatus,166774,ACCSPHIST
1990,RHODE ISLAND,"ROSEFISH, BLACKBELLY",55,0,33,Public,Commercial,Helicolenus dactylopterus,166787,ACCSPHIST
1990,RHODE ISLAND,SEAROBINS **,"10,722",5,"1,415",Public,Commercial,Triglidae,166972,ACCSPHIST
1990,RHODE ISLAND,"SHAD, AMERICAN","22,788",10,"3,334",Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1990,RHODE ISLAND,"SHARK, BLUE",11,0,2,Public,Commercial,Prionace glauca,160424,ACCSPHIST
1990,RHODE ISLAND,"SHARK, DOGFISH, SPINY","1,081,348",490,"92,908",Public,Commercial,Squalus acanthias,160617,ACCSPHIST
1990,RHODE ISLAND,"SHARK, DUSKY",49,0,1,Public,Commercial,Carcharhinus obscurus,160268,ACCSPHIST
1990,RHODE ISLAND,"SHARK, MAKO, SHORTFIN","12,801",6,"14,395",Public,Commercial,Isurus oxyrinchus,159924,ACCSPHIST
1990,RHODE ISLAND,"SHARK, PORBEAGLE","14,195",6,"10,820",Public,Commercial,Lamna nasus,159911,ACCSPHIST
1990,RHODE ISLAND,"SHARK, SAND TIGER","2,360",1,"1,334",Public,Commercial,Carcharias taurus,159888,ACCSPHIST
1990,RHODE ISLAND,"SHARK, THRESHER",957,0,227,Public,Commercial,Alopias vulpinus,159916,ACCSPHIST
1990,RHODE ISLAND,"SHARK, TIGER",556,0,,Public,Commercial,Galeocerdo cuvier,160189,ACCSPHIST
1990,RHODE ISLAND,SHARKS **,313,0,783,Public,Commercial,Squaliformes,160602,ACCSPHIST
1990,RHODE ISLAND,"SHARKS, CHONDRICHTHYES (CLASS) **","4,056",2,"1,783",Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1990,RHODE ISLAND,"SHARKS, DOGFISH **","219,469",100,"23,083",Public,Commercial,Squalidae,160604,ACCSPHIST
1990,RHODE ISLAND,"SHARKS, HAMMERHEAD **",931,0,53,Public,Commercial,Sphyrnidae,160497,ACCSPHIST
1990,RHODE ISLAND,"SHARKS, MAKO **","11,273",5,"10,192",Public,Commercial,Isurus,159923,ACCSPHIST
1990,RHODE ISLAND,"SKATES, RAJIDAE (FAMILY) **","11,644,892","5,282","670,438",Public,Commercial,Rajidae,160845,ACCSPHIST
1990,RHODE ISLAND,"SMELT, RAINBOW",21,0,13,Public,Commercial,Osmerus mordax,162041,ACCSPHIST
1990,RHODE ISLAND,"SQUIDS, LOLIGINIDAE **","27,518,554","12,482","9,242,622",Public,Commercial,Loliginidae,82369,ACCSPHIST
1990,RHODE ISLAND,STURGEONS **,"2,272",1,"2,047",Public,Commercial,Acipenseridae,161064,ACCSPHIST
1990,RHODE ISLAND,TAUTOG,"211,084",96,"104,443",Public,Commercial,Tautoga onitis,170479,ACCSPHIST
1990,RHODE ISLAND,"TILEFISH, GOLDEN","32,055",15,"24,416",Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSPHIST
1990,RHODE ISLAND,TRIGGERFISHES **,344,0,124,Public,Commercial,Balistidae,173128,ACCSPHIST
1990,RHODE ISLAND,"TUNA, ALBACORE","35,939",16,"22,675",Public,Commercial,Thunnus alalunga,172419,ACCSPHIST
1990,RHODE ISLAND,"TUNA, BIGEYE","17,867",8,"60,277",Public,Commercial,Thunnus obesus,172428,ACCSPHIST
1990,RHODE ISLAND,"TUNA, BLUEFIN","139,611",63,"616,936",Public,Commercial,Thunnus thynnus,172421,ACCSPHIST
1990,RHODE ISLAND,"TUNA, SKIPJACK","1,867",1,612,Public,Commercial,Katsuwonus pelamis,172401,ACCSPHIST
1990,RHODE ISLAND,"TUNA, YELLOWFIN","93,194",42,"124,565",Public,Commercial,Thunnus albacares,172423,ACCSPHIST
1990,RHODE ISLAND,TUNAS **,"162,596",74,"31,781",Public,Commercial,Thunnus,172418,ACCSPHIST
1990,RHODE ISLAND,"VERTEBRATES, JAWED","17,622,508","7,994","2,044,336",Public,Commercial,Gnathostomata ,914179,ACCSPHIST
1990,RHODE ISLAND,WEAKFISH,"24,646",11,"23,470",Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1990,RHODE ISLAND,WINDOWPANE,"532,118",241,"150,601",Public,Commercial,Scophthalmus aquosus,172746,ACCSPHIST
1990,RHODE ISLAND,"WOLFFISH, ATLANTIC","10,673",5,"2,258",Public,Commercial,Anarhichas lupus,171341,ACCSPHIST
1989,CONNECTICUT,ALEWIFE,"1,600",1,240,Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1989,CONNECTICUT,"BASS, BLACK SEA","10,900",5,"15,696",Public,Commercial,Centropristis striata,167687,ACCSPHIST
1989,CONNECTICUT,BLUEFISH,"193,900",88,"44,597",Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1989,CONNECTICUT,"BONITO, ATLANTIC",900,0,900,Public,Commercial,Sarda sarda,172409,ACCSPHIST
1989,CONNECTICUT,"CLAMS, QUAHOG, MERCENARIA **","710,400",322,"2,787,357",Public,Commercial,Mercenaria,81495,ACCSPHIST
1989,CONNECTICUT,"COD, ATLANTIC","460,300",209,"362,020",Public,Commercial,Gadus morhua,164712,ACCSPHIST
1989,CONNECTICUT,"CONCHS, TRUE **","112,100",51,"187,207",Public,Commercial,Strombus,72555,ACCSPHIST
1989,CONNECTICUT,"CRABS, DECAPODA (ORDER) **","113,300",51,"31,971",Public,Commercial,Decapoda,95599,ACCSPHIST
1989,CONNECTICUT,CRUSTACEANS **,"172,000",78,"688,000",Public,Commercial,Crustacea,83677,ACCSPHIST
1989,CONNECTICUT,"EEL, AMERICAN","21,100",10,"21,100",Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1989,CONNECTICUT,"FLOUNDER, AMERICAN PLAICE","3,600",2,"7,595",Public,Commercial,Hippoglossoides platessoides,172877,ACCSPHIST
1989,CONNECTICUT,"FLOUNDER, SUMMER","513,100",233,"1,282,667",Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1989,CONNECTICUT,"FLOUNDER, WINTER","553,300",251,"514,569",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSPHIST
1989,CONNECTICUT,"FLOUNDER, WITCH","9,500",4,"12,350",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSPHIST
1989,CONNECTICUT,"FLOUNDER, YELLOWTAIL","286,400",130,"343,640",Public,Commercial,Limanda ferruginea,172909,ACCSPHIST
1989,CONNECTICUT,GOOSEFISH,"488,300",221,"95,000",Public,Commercial,Lophius americanus,164499,ACCSPHIST
1989,CONNECTICUT,HADDOCK,100,0,125,Public,Commercial,Melanogrammus aeglefinus,164744,ACCSPHIST
1989,CONNECTICUT,"HAKE, RED","24,100",11,"5,784",Public,Commercial,Urophycis chuss,164730,ACCSPHIST
1989,CONNECTICUT,"HAKE, SILVER","773,100",351,"131,427",Public,Commercial,Merluccius bilinearis,164791,ACCSPHIST
1989,CONNECTICUT,"HAKE, WHITE","7,000",3,"1,768",Public,Commercial,Urophycis tenuis,164732,ACCSPHIST
1989,CONNECTICUT,HARVESTFISHES **,"239,000",108,"93,211",Public,Commercial,Peprilus,172564,ACCSPHIST
1989,CONNECTICUT,"LOBSTER, AMERICAN","2,096,900",951,"6,500,289",Public,Commercial,Homarus americanus,97314,ACCSPHIST
1989,CONNECTICUT,"MACKEREL, ATLANTIC","150,500",68,"40,635",Public,Commercial,Scomber scombrus,172414,ACCSPHIST
1989,CONNECTICUT,MENHADENS **,"148,500",67,"7,420",Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,CONNECTICUT,"OYSTER, EASTERN","1,932,100",876,"15,040,771",Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,CONNECTICUT,"PERCH, WHITE","7,700",3,"4,620",Public,Commercial,Morone americana,167678,ACCSPHIST
1989,CONNECTICUT,POLLOCK,500,0,310,Public,Commercial,Pollachius virens,164727,ACCSPHIST
1989,CONNECTICUT,PORGIES **,"196,400",89,"115,876",Public,Commercial,Sparidae,169180,ACCSPHIST
1989,CONNECTICUT,SEAROBINS **,"1,400",1,70,Public,Commercial,Triglidae,166972,ACCSPHIST
1989,CONNECTICUT,"SHAD, AMERICAN","181,100",82,"126,770",Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1989,CONNECTICUT,"SHARK, MAKO, SHORTFIN",100,0,125,Public,Commercial,Isurus oxyrinchus,159924,ACCSPHIST
1989,CONNECTICUT,"SHARKS, CHONDRICHTHYES (CLASS) **","8,900",4,"5,312",Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1989,CONNECTICUT,"SHARKS, DOGFISH **","1,000",0,173,Public,Commercial,Squalidae,160604,ACCSPHIST
1989,CONNECTICUT,"SKATES, RAJIDAE (FAMILY) **","26,900",12,"2,688",Public,Commercial,Rajidae,160845,ACCSPHIST
1989,CONNECTICUT,"SQUID, LONGFIN LOLIGO","847,700",385,"288,237",Public,Commercial,Loligo pealeii,82372,ACCSPHIST
1989,CONNECTICUT,"SQUIDS, LOLIGINIDAE **","38,400",17,"13,048",Public,Commercial,Loliginidae,82369,ACCSPHIST
1989,CONNECTICUT,STURGEONS **,"2,000",1,"1,887",Public,Commercial,Acipenseridae,161064,ACCSPHIST
1989,CONNECTICUT,TAUTOG,"99,700",45,"49,853",Public,Commercial,Tautoga onitis,170479,ACCSPHIST
1989,CONNECTICUT,"TILEFISH, GOLDEN",100,0,100,Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSPHIST
1989,CONNECTICUT,TUNAS **,"16,500",7,"40,000",Public,Commercial,Thunnus,172418,ACCSPHIST
1989,CONNECTICUT,"VERTEBRATES, JAWED","501,600",228,"297,457",Public,Commercial,Gnathostomata ,914179,ACCSPHIST
1989,CONNECTICUT,WEAKFISH,"2,300",1,"2,750",Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1989,CONNECTICUT,WINDOWPANE,"39,300",18,"9,826",Public,Commercial,Scophthalmus aquosus,172746,ACCSPHIST
1989,MAINE,ALEWIFE,"803,500",364,"69,639",Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1989,MAINE,"BASS, BLACK SEA","3,800",2,"1,868",Public,Commercial,Centropristis striata,167687,ACCSPHIST
1989,MAINE,BLUEFISH,"76,200",35,"11,574",Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1989,MAINE,"CLAM, QUAHOG, OCEAN","606,900",275,"1,652,571",Public,Commercial,Arctica islandica,81343,ACCSPHIST
1989,MAINE,"CLAM, SOFT","2,516,800","1,142","8,437,650",Public,Commercial,Mya arenaria,81692,ACCSPHIST
1989,MAINE,"COD, ATLANTIC","12,416,600","5,632","7,263,348",Public,Commercial,Gadus morhua,164712,ACCSPHIST
1989,MAINE,"CRAB, ATLANTIC ROCK","308,100",140,"72,329",Public,Commercial,Cancer irroratus,98679,ACCSPHIST
1989,MAINE,"CRAB, JONAH","515,000",234,"103,388",Public,Commercial,Cancer borealis,98678,ACCSPHIST
1989,MAINE,"CRABS, DECAPODA (ORDER) **","2,610,400","1,184","664,189",Public,Commercial,Decapoda,95599,ACCSPHIST
1989,MAINE,CUSK,"941,000",427,"456,982",Public,Commercial,Brosme brosme,164740,ACCSPHIST
1989,MAINE,DOLPHINFISH **,900,0,"1,223",Public,Commercial,Coryphaena spp.,168790,ACCSPHIST
1989,MAINE,"DORY, BUCKLER","3,200",1,"1,111",Public,Commercial,Zenopsis conchifera,166284,ACCSPHIST
1989,MAINE,"EEL, AMERICAN","27,900",13,"29,247",Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1989,MAINE,FLATFISHES **,"50,400",23,"42,702",Public,Commercial,Pleuronectiformes,172702,ACCSPHIST
1989,MAINE,"FLOUNDER, AMERICAN PLAICE","4,973,600","2,256","5,335,585",Public,Commercial,Hippoglossoides platessoides,172877,ACCSPHIST
1989,MAINE,"FLOUNDER, SUMMER","9,200",4,"5,343",Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1989,MAINE,"FLOUNDER, WINTER","518,000",235,"584,983",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSPHIST
1989,MAINE,"FLOUNDER, WITCH","2,711,300","1,230","4,837,501",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSPHIST
1989,MAINE,"FLOUNDER, YELLOWTAIL","831,300",377,"718,738",Public,Commercial,Limanda ferruginea,172909,ACCSPHIST
1989,MAINE,GOOSEFISH,"3,267,800","1,482","2,101,984",Public,Commercial,Lophius americanus,164499,ACCSPHIST
1989,MAINE,HADDOCK,"324,300",147,"421,378",Public,Commercial,Melanogrammus aeglefinus,164744,ACCSPHIST
1989,MAINE,"HAKE, RED","48,200",22,"12,156",Public,Commercial,Urophycis chuss,164730,ACCSPHIST
1989,MAINE,"HAKE, SILVER","759,200",344,"218,529",Public,Commercial,Merluccius bilinearis,164791,ACCSPHIST
1989,MAINE,"HAKE, WHITE","6,900,000","3,130","2,635,522",Public,Commercial,Urophycis tenuis,164732,ACCSPHIST
1989,MAINE,"HAKES, RED AND WHITE **","580,000",263,"176,564",Public,Commercial,Urophycis,164729,ACCSPHIST
1989,MAINE,"HALIBUT, ATLANTIC","39,800",18,"104,918",Public,Commercial,Hippoglossus hippoglossus,172933,ACCSPHIST
1989,MAINE,HARVESTFISHES **,"812,400",369,"753,039",Public,Commercial,Peprilus,172564,ACCSPHIST
1989,MAINE,"HERRING, ATLANTIC","34,447,600","15,625","1,882,553",Public,Commercial,Clupea harengus,161722,ACCSPHIST
1989,MAINE,KINGFISHES **,300,0,96,Public,Commercial,Menticirrhus,169273,ACCSPHIST
1989,MAINE,"LOBSTER, AMERICAN","23,368,800","10,600","59,552,201",Public,Commercial,Homarus americanus,97314,ACCSPHIST
1989,MAINE,LUMPFISH,200,0,23,Public,Commercial,Cyclopterus lumpus,167612,ACCSPHIST
1989,MAINE,MENHADENS **,"380,600",173,"9,231",Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,MAINE,"MUSSEL, SEA","4,086,400","1,854","1,408,491",Public,Commercial,Mytilus edulis,79454,ACCSPHIST
1989,MAINE,"OYSTER, EASTERN","44,900",20,"226,929",Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,MAINE,"OYSTER, EDIBLE","676,100",307,"636,845",Public,Commercial,Ostrea edulis,79885,ACCSPHIST
1989,MAINE,PERIWINKLES,"917,900",416,"1,343,318",Public,Commercial,Littorinidae ,1206035,ACCSPHIST
1989,MAINE,POLLOCK,"6,147,100","2,788","2,838,183",Public,Commercial,Pollachius virens,164727,ACCSPHIST
1989,MAINE,"POLYCHAETE, BLOODWORMS","447,000",203,"2,233,164",Public,Commercial,Glycera dibranchiata,66107,ACCSPHIST
1989,MAINE,"POLYCHAETE, SANDWORMS **","476,200",216,"1,009,749",Public,Commercial,Nereis,65902,ACCSPHIST
1989,MAINE,PORGIES **,"69,700",32,"33,012",Public,Commercial,Sparidae,169180,ACCSPHIST
1989,MAINE,"POUT, OCEAN","4,800",2,613,Public,Commercial,Zoarces,630979,ACCSPHIST
1989,MAINE,"REDFISH, ACADIAN","641,300",291,"406,045",Public,Commercial,Sebastes fasciatus,166774,ACCSPHIST
1989,MAINE,"SCALLOP, SEA","1,715,000",778,"6,109,406",Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1989,MAINE,"SEAWEED, IRISH MOSS","6,562,900","2,977","328,144",Public,Commercial,Chondrus crispus,12092,ACCSPHIST
1989,MAINE,"SHAD, AMERICAN","46,600",21,"9,645",Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1989,MAINE,"SHARK, BLUE",100,0,29,Public,Commercial,Prionace glauca,160424,ACCSPHIST
1989,MAINE,"SHARK, DOGFISH, SPINY","4,848,100","2,199","428,580",Public,Commercial,Squalus acanthias,160617,ACCSPHIST
1989,MAINE,"SHARK, THRESHER",600,0,191,Public,Commercial,Alopias vulpinus,159916,ACCSPHIST
1989,MAINE,"SHARKS, CHONDRICHTHYES (CLASS) **","149,000",68,"95,362",Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1989,MAINE,"SHARKS, DOGFISH **","32,000",15,"1,847",Public,Commercial,Squalidae,160604,ACCSPHIST
1989,MAINE,"SHRIMPS, PENAEOID **","5,610,300","2,545","5,601,313",Public,Commercial,Penaeoidea,95601,ACCSPHIST
1989,MAINE,"SKATES, RAJIDAE (FAMILY) **","221,400",100,"15,980",Public,Commercial,Rajidae,160845,ACCSPHIST
1989,MAINE,"SMELT, RAINBOW","10,000",5,"5,769",Public,Commercial,Osmerus mordax,162041,ACCSPHIST
1989,MAINE,"SQUID, LONGFIN LOLIGO","8,473,800","3,844","4,796,249",Public,Commercial,Loligo pealeii,82372,ACCSPHIST
1989,MAINE,"SQUID, SHORTFIN ILLEX","2,586,100","1,173","593,042",Public,Commercial,Illex illecebrosus,82521,ACCSPHIST
1989,MAINE,STURGEONS **,800,0,856,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1989,MAINE,SUCKERS **,"13,800",6,"7,450",Public,Commercial,Catostomidae,163892,ACCSPHIST
1989,MAINE,SWORDFISH,"394,800",179,"1,070,338",Public,Commercial,Xiphias gladius,172482,ACCSPHIST
1989,MAINE,"TILEFISH, GOLDEN",400,0,636,Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSPHIST
1989,MAINE,"TUNA, ALBACORE","1,300",1,"1,706",Public,Commercial,Thunnus alalunga,172419,ACCSPHIST
1989,MAINE,"TUNA, BIGEYE","20,300",9,"39,004",Public,Commercial,Thunnus obesus,172428,ACCSPHIST
1989,MAINE,"TUNA, BLUEFIN","248,700",113,"1,407,907",Public,Commercial,Thunnus thynnus,172421,ACCSPHIST
1989,MAINE,"TUNA, YELLOWFIN","18,800",9,"30,413",Public,Commercial,Thunnus albacares,172423,ACCSPHIST
1989,MAINE,TUNAS **,"3,300",1,"5,336",Public,Commercial,Thunnus,172418,ACCSPHIST
1989,MAINE,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","9,425,900","4,276","3,608,474",Public,Commercial,Strongylocentrotus,157968,ACCSPHIST
1989,MAINE,"VERTEBRATES, JAWED","2,734,900","1,241","618,353",Public,Commercial,Gnathostomata ,914179,ACCSPHIST
1989,MAINE,WINDOWPANE,"8,700",4,"5,344",Public,Commercial,Scophthalmus aquosus,172746,ACCSPHIST
1989,MAINE,"WOLFFISH, ATLANTIC","421,700",191,"137,913",Public,Commercial,Anarhichas lupus,171341,ACCSPHIST
1989,MASSACHUSETTS,ALEWIFE,"255,700",116,"28,165",Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1989,MASSACHUSETTS,"BASS, BLACK SEA","351,300",159,"721,883",Public,Commercial,Centropristis striata,167687,ACCSPHIST
1989,MASSACHUSETTS,"BASS, STRIPED","119,900",54,"222,550",Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1989,MASSACHUSETTS,BLUEFISH,"1,239,900",562,"225,363",Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1989,MASSACHUSETTS,"BONITO, ATLANTIC","77,400",35,"38,849",Public,Commercial,Sarda sarda,172409,ACCSPHIST
1989,MASSACHUSETTS,"CLAM, QUAHOG, OCEAN","13,400",6,"3,696",Public,Commercial,Arctica islandica,81343,ACCSPHIST
1989,MASSACHUSETTS,"CLAM, RAZOR, ATLANTIC","42,600",19,"132,375",Public,Commercial,Ensis directus,81022,ACCSPHIST
1989,MASSACHUSETTS,"CLAM, SOFT","898,800",408,"4,323,099",Public,Commercial,Mya arenaria,81692,ACCSPHIST
1989,MASSACHUSETTS,"CLAM, SURF, ATLANTIC","2,654,500","1,204","1,329,632",Public,Commercial,Spisula solidissima,80944,ACCSPHIST
1989,MASSACHUSETTS,"CLAMS, QUAHOG, MERCENARIA **","827,800",375,"4,020,298",Public,Commercial,Mercenaria,81495,ACCSPHIST
1989,MASSACHUSETTS,"COD, ATLANTIC","58,532,500","26,550","35,701,271",Public,Commercial,Gadus morhua,164712,ACCSPHIST
1989,MASSACHUSETTS,"CONCHS, TRUE **","433,500",197,"514,513",Public,Commercial,Strombus,72555,ACCSPHIST
1989,MASSACHUSETTS,"CRAB, GREEN","2,000",1,"1,000",Public,Commercial,Carcinus maenas,98734,ACCSPHIST
1989,MASSACHUSETTS,"CRABS, DECAPODA (ORDER) **","6,477,200","2,938","3,498,656",Public,Commercial,Decapoda,95599,ACCSPHIST
1989,MASSACHUSETTS,CRUSTACEANS **,100,0,159,Public,Commercial,Crustacea,83677,ACCSPHIST
1989,MASSACHUSETTS,CUNNER,400,0,201,Public,Commercial,Tautogolabrus adspersus,170481,ACCSPHIST
1989,MASSACHUSETTS,CUSK,"1,020,500",463,"467,300",Public,Commercial,Brosme brosme,164740,ACCSPHIST
1989,MASSACHUSETTS,DOLPHINFISH **,"3,000",1,"3,945",Public,Commercial,Coryphaena spp.,168790,ACCSPHIST
1989,MASSACHUSETTS,"EEL, AMERICAN","29,900",14,"36,350",Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1989,MASSACHUSETTS,"EEL, CONGER","2,000",1,"2,500",Public,Commercial,Conger oceanicus,161326,ACCSPHIST
1989,MASSACHUSETTS,FLATFISHES **,"123,100",56,"112,516",Public,Commercial,Pleuronectiformes,172702,ACCSPHIST
1989,MASSACHUSETTS,"FLOUNDER, AMERICAN PLAICE","2,148,600",975,"2,715,957",Public,Commercial,Hippoglossoides platessoides,172877,ACCSPHIST
1989,MASSACHUSETTS,"FLOUNDER, SUMMER","1,877,900",852,"3,668,795",Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1989,MASSACHUSETTS,"FLOUNDER, WINTER","10,285,300","4,665","15,497,433",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSPHIST
1989,MASSACHUSETTS,"FLOUNDER, WITCH","1,996,800",906,"3,495,927",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSPHIST
1989,MASSACHUSETTS,"FLOUNDER, YELLOWTAIL","8,605,700","3,904","9,952,906",Public,Commercial,Limanda ferruginea,172909,ACCSPHIST
1989,MASSACHUSETTS,GOOSEFISH,"15,835,900","7,183","7,631,367",Public,Commercial,Lophius americanus,164499,ACCSPHIST
1989,MASSACHUSETTS,HADDOCK,"3,337,200","1,514","3,934,206",Public,Commercial,Melanogrammus aeglefinus,164744,ACCSPHIST
1989,MASSACHUSETTS,"HAKE, RED","1,497,600",679,"251,286",Public,Commercial,Urophycis chuss,164730,ACCSPHIST
1989,MASSACHUSETTS,"HAKE, SILVER","6,276,400","2,847","1,729,808",Public,Commercial,Merluccius bilinearis,164791,ACCSPHIST
1989,MASSACHUSETTS,"HAKE, WHITE","2,934,400","1,331","1,289,535",Public,Commercial,Urophycis tenuis,164732,ACCSPHIST
1989,MASSACHUSETTS,"HAKES, RED AND WHITE **",900,0,207,Public,Commercial,Urophycis,164729,ACCSPHIST
1989,MASSACHUSETTS,"HALIBUT, ATLANTIC","5,800",3,"11,877",Public,Commercial,Hippoglossus hippoglossus,172933,ACCSPHIST
1989,MASSACHUSETTS,HARVESTFISHES **,"24,600",11,"15,306",Public,Commercial,Peprilus,172564,ACCSPHIST
1989,MASSACHUSETTS,"HERRING, ATLANTIC","54,006,600","24,497","3,041,221",Public,Commercial,Clupea harengus,161722,ACCSPHIST
1989,MASSACHUSETTS,"LOBSTER, AMERICAN","15,444,300","7,005","45,416,676",Public,Commercial,Homarus americanus,97314,ACCSPHIST
1989,MASSACHUSETTS,LUMPFISH,100,0,5,Public,Commercial,Cyclopterus lumpus,167612,ACCSPHIST
1989,MASSACHUSETTS,"MACKEREL, ATLANTIC","657,300",298,"154,400",Public,Commercial,Scomber scombrus,172414,ACCSPHIST
1989,MASSACHUSETTS,"MACKEREL, SPANISH","12,400",6,"6,649",Public,Commercial,Scomberomorus maculatus,172436,ACCSPHIST
1989,MASSACHUSETTS,"MUSSEL, SEA","5,243,100","2,378","1,865,904",Public,Commercial,Mytilus edulis,79454,ACCSPHIST
1989,MASSACHUSETTS,"OYSTER, EASTERN","37,600",17,"492,943",Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,MASSACHUSETTS,"PERCH, WHITE","17,800",8,"23,475",Public,Commercial,Morone americana,167678,ACCSPHIST
1989,MASSACHUSETTS,POLLOCK,"14,961,200","6,786","6,246,462",Public,Commercial,Pollachius virens,164727,ACCSPHIST
1989,MASSACHUSETTS,PORGIES **,"1,277,525",579,"995,517",Public,Commercial,Sparidae,169180,ACCSPHIST
1989,MASSACHUSETTS,"POUT, OCEAN","1,710,600",776,"216,983",Public,Commercial,Zoarces,630979,ACCSPHIST
1989,MASSACHUSETTS,"REDFISH, ACADIAN","706,300",320,"481,310",Public,Commercial,Sebastes fasciatus,166774,ACCSPHIST
1989,MASSACHUSETTS,"SCALLOP, BAY","477,600",217,"3,011,314",Public,Commercial,Argopecten irradians,79737,ACCSPHIST
1989,MASSACHUSETTS,"SCALLOP, SEA","18,535,500","8,408","76,742,780",Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1989,MASSACHUSETTS,"SHAD, AMERICAN","13,500",6,"2,667",Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1989,MASSACHUSETTS,"SHARK, DOGFISH, SPINY","815,800",370,"65,405",Public,Commercial,Squalus acanthias,160617,ACCSPHIST
1989,MASSACHUSETTS,"SHARK, MAKO, LONGFIN","1,900",1,"1,299",Public,Commercial,Isurus paucus,159926,ACCSPHIST
1989,MASSACHUSETTS,"SHARK, PORBEAGLE","1,200",1,486,Public,Commercial,Lamna nasus,159911,ACCSPHIST
1989,MASSACHUSETTS,"SHARK, THRESHER","3,800",2,"2,229",Public,Commercial,Alopias vulpinus,159916,ACCSPHIST
1989,MASSACHUSETTS,"SHARKS, CHONDRICHTHYES (CLASS) **","162,900",74,"149,276",Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1989,MASSACHUSETTS,"SHARKS, DOGFISH **","35,900",16,"7,183",Public,Commercial,Squalidae,160604,ACCSPHIST
1989,MASSACHUSETTS,"SHRIMPS, PENAEOID **","1,657,000",752,"1,479,623",Public,Commercial,Penaeoidea,95601,ACCSPHIST
1989,MASSACHUSETTS,"SKATES, RAJIDAE (FAMILY) **","4,482,300","2,033","373,948",Public,Commercial,Rajidae,160845,ACCSPHIST
1989,MASSACHUSETTS,"SMELT, RAINBOW",900,0,45,Public,Commercial,Osmerus mordax,162041,ACCSPHIST
1989,MASSACHUSETTS,"SQUID, LONGFIN LOLIGO","3,897,400","1,768","1,523,171",Public,Commercial,Loligo pealeii,82372,ACCSPHIST
1989,MASSACHUSETTS,"SQUID, SHORTFIN ILLEX",100,0,20,Public,Commercial,Illex illecebrosus,82521,ACCSPHIST
1989,MASSACHUSETTS,"SQUIDS, LOLIGINIDAE **","72,800",33,"25,520",Public,Commercial,Loliginidae,82369,ACCSPHIST
1989,MASSACHUSETTS,STURGEONS **,400,0,248,Public,Commercial,Acipenseridae,161064,ACCSPHIST
